1.351991579559021392e-19 1.413396801356603760e-19 1.469301051119638180e-19 1.532181440863876409e-19 1.646997234783485318e-19 1.889987020902888874e-19 2.443239834636062200e-19 3.760487533302299945e-19 5.839416779697003328e-19 5.864310878683274338e-19 1.331963750758856513e-17 4.464687273270474454e-19 4.491116939887988311e-19 2.910261912590315155e-19 3.017086287986014049e-19 1.825181282986712058e-19 2.538107759557184749e-19 3.405424480244292862e-19 5.575741059394358617e-19 9.633019254580648855e-19
1.433375472628287068e-19 1.537215028841611242e-19 1.606607965368681771e-19 1.670799872345219888e-19 1.773972872652302914e-19 1.984568394635932330e-19 2.479574770586477397e-19 3.772203461496669085e-19 6.041940728113730120e-19 6.193458695530652799e-19 4.464687273270474454e-19 1.233041954783284368e-17 5.192997846659212773e-19 3.445682063695737085e-19 3.791050938388920543e-19 2.357845278725448733e-19 3.208246985527611444e-19 3.849789533243709367e-19 5.545420424459117269e-19 9.064397575007253127e-19
1.467259883075855401e-19 1.617550125906021917e-19 1.700081054816438315e-19 1.762981084426504396e-19 1.847520477927049988e-19 2.009690990335021737e-19 2.412423166267940095e-19 3.617593589154187570e-19 6.015565095165020048e-19 6.312773629594610950e-19 4.491116939887988311e-19 5.192997846659212773e-19 9.244965487283581087e-18 3.936266978228591137e-19 4.553419464198158230e-19 2.893766510739533148e-19 3.871666340331450840e-19 4.212661017805273278e-19 5.260884887227650383e-19 7.974304289416282590e-19
9.583840838986276694e-20 1.069476613137861418e-19 1.126762113400249753e-19 1.167021736617692975e-19 1.216050009033308214e-19 1.306286533420023136e-19 1.538794781212203668e-19 2.291314427898611732e-19 3.879531470643135055e-19 4.115413572839568973e-19 2.910261912590315155e-19 3.445682063695737085e-19 3.936266978228591137e-19 1.078340482342744841e-17 3.171854253568103619e-19 2.031226764304300310e-19 2.701523556648214770e-19 2.831497547623854846e-19 3.314190882945783346e-19 4.825427377595686598e-19
1.014185930796625996e-19 1.166573465112066023e-19 1.236295742859628959e-19 1.276675635444035189e-19 1.311877790721931747e-19 1.365094869243822576e-19 1.528834840267430379e-19 2.231750319606014189e-19 3.971476654147903509e-19 4.333584470388751181e-19 3.017086287986014049e-19 3.791050938388920543e-19 4.553419464198158230e-19 3.171854253568103619e-19 8.608478488582460757e-18 2.529601415563034103e-19 3.323938703174622734e-19 3.211565446357142985e-19 3.178154302589397089e-19 4.073863125973228579e-19
6.196028736599256695e-20 7.227485521206875795e-20 7.679699217408410199e-20 7.919979351619619247e-20 8.086922143421467170e-20 8.290096122115390720e-20 9.053010376853023516e-20 1.307788312872004261e-19 2.387680326808283309e-19 2.641356085291250462e-19 1.825181282986712058e-19 2.357845278725448733e-19 2.893766510739533148e-19 2.031226764304300310e-19 2.529601415563034103e-19 1.358193570596334142e-17 2.164889679849816801e-19 2.024142547329980712e-19 1.846739654101830749e-19 2.191012780051108035e-19
8.549729288272341701e-20 9.864063766547760513e-20 1.045959030090365374e-19 1.079810283938341826e-19 1.108064322888176069e-19 1.149323673910203979e-19 1.280342990616313091e-19 1.864947487744337972e-19 3.336593311964726403e-19 3.651444044567536038e-19 2.538107759557184749e-19 3.208246985527611444e-19 3.871666340331450840e-19 2.701523556648214770e-19 3.323938703174622734e-19 2.164889679849816801e-19 1.940558481751307546e-17 2.725738609545832459e-19 2.651184138829203373e-19 3.346311207788382351e-19
1.104285078956150870e-19 1.203308462072577706e-19 1.261741103436490186e-19 1.309980311848915204e-19 1.380353620598775527e-19 1.519505879242220471e-19 1.855902479529278741e-19 2.800723438414682169e-19 4.581597834196929095e-19 4.759778437244710207e-19 3.405424480244292862e-19 3.849789533243709367e-19 4.212661017805273278e-19 2.831497547623854846e-19 3.211565446357142985e-19 2.024142547329980712e-19 2.725738609545832459e-19 1.881327945439779521e-17 4.092517711578045998e-19 6.419262821791147845e-19
1.736653100086243652e-19 1.769925072957067321e-19 1.829817117003417537e-19 1.913499928592045290e-19 2.082825248148289957e-19 2.450304412526808189e-19 3.268741893232136059e-19 5.083094712549630672e-19 7.676205656836261755e-19 7.560879918022097134e-19 5.575741059394358617e-19 5.545420424459117269e-19 5.260884887227650383e-19 3.314190882945783346e-19 3.178154302589397089e-19 1.846739654101830749e-19 2.651184138829203373e-19 4.092517711578045998e-19 3.164349843771900123e-17 1.372579963949987490e-18
2.951718411182526988e-19 2.921427394643352923e-19 3.000528818865744114e-19 3.148306348708057397e-19 3.477696074271480831e-19 4.207696449945405873e-19 5.803995587985745287e-19 9.120723514769410180e-19 1.338092043055319740e-18 1.290440268984073539e-18 9.633019254580648855e-19 9.064397575007253127e-19 7.974304289416282590e-19 4.825427377595686598e-19 4.073863125973228579e-19 2.191012780051108035e-19 3.346311207788382351e-19 6.419262821791147845e-19 1.372579963949987490e-18 4.301829846759167125e-17
