#BBN prediction of the primordial Helium abundance $Y_p$ as 
#function of the baryon density $\omega_b h^2$ and number of 
#extra radiation degrees of freedom $\Delta N$.
#Calculated with AlterBBN v1.4 [http://superiso.in2p3.fr/relic/alterbbn/] for a 
#neutron lifetime of 880.1 s and CMB temperature 2.7255 K
#Yp^BBN is the BBN-standard nucleon number fraction, Yp is the mass fraction for CMB codes

#      ombh2        eta10       DeltaN           Yp       Yp^BBN     sigma_Yp          D/H     err D/H       He3/H    err He3/H         Li7      sig Li7
 
     0.02175      5.95670      6.00000      0.30238      0.30389      0.00011    4.767e-05     6.84e-07   1.300e-05     4.88e-07   2.674e-10     2.24e-11
     0.02200      6.02518      6.00000      0.30249      0.30400      0.00011    4.682e-05     6.79e-07   1.290e-05     4.88e-07   2.740e-10     2.26e-11
     0.02225      6.09365      6.00000      0.30259      0.30410      0.00011    4.600e-05     6.65e-07   1.280e-05     4.85e-07   2.808e-10     2.27e-11
     0.02250      6.16212      6.00000      0.30270      0.30421      0.00011    4.519e-05     6.64e-07   1.271e-05     4.84e-07   2.877e-10     2.30e-11
     0.02275      6.23059      6.00000      0.30280      0.30431      0.00011    4.441e-05     6.57e-07   1.261e-05     4.83e-07   2.948e-10     2.32e-11
     0.02300      6.29907      6.00000      0.30291      0.30442      0.00011    4.365e-05     6.52e-07   1.252e-05     4.85e-07   3.019e-10     2.35e-11
     0.02325      6.36754      6.00000      0.30301      0.30452      0.00011    4.291e-05     6.35e-07   1.243e-05     4.83e-07   3.092e-10     2.38e-11
     0.02350      6.43601      6.00000      0.30311      0.30462      0.00011    4.220e-05     6.42e-07   1.235e-05     4.82e-07   3.166e-10     2.42e-11
     0.02375      6.50448      6.00000      0.30320      0.30472      0.00011    4.150e-05     5.74e-07   1.226e-05     4.79e-07   3.241e-10     2.45e-11
     0.02400      6.57296      6.00000      0.30330      0.30481      0.00011    4.081e-05     5.71e-07   1.218e-05     4.75e-07   3.317e-10     2.51e-11
     0.02500      6.84684      6.00000      0.30368      0.30519      0.00011    3.826e-05     5.82e-07   1.186e-05     4.77e-07   3.633e-10     2.69e-11
     0.02600      7.12073      6.00000      0.30404      0.30555      0.00011    3.596e-05     5.71e-07   1.156e-05     4.74e-07   3.966e-10     2.87e-11
     0.02700      7.39462      6.00000      0.30438      0.30589      0.00011    3.386e-05     5.69e-07   1.129e-05     4.71e-07   4.313e-10     3.09e-11
     0.02800      7.66851      6.00000      0.30470      0.30622      0.00011    3.195e-05     5.45e-07   1.104e-05     4.66e-07   4.675e-10     3.35e-11
     0.02900      7.94241      6.00000      0.30502      0.30654      0.00011    3.021e-05     4.98e-07   1.080e-05     4.61e-07   5.049e-10     3.61e-11
     0.03000      8.21630      6.00000      0.30532      0.30684      0.00011    2.860e-05     4.98e-07   1.057e-05     4.60e-07   5.435e-10     3.90e-11
     0.03100      8.49020      6.00000      0.30561      0.30713      0.00011    2.713e-05     4.77e-07   1.037e-05     4.55e-07   5.831e-10     4.19e-11
     0.03200      8.76409      6.00000      0.30589      0.30741      0.00011    2.576e-05     4.97e-07   1.017e-05     4.52e-07   6.236e-10     4.51e-11
     0.03300      9.03799      6.00000      0.30615      0.30767      0.00011    2.450e-05     4.46e-07   9.984e-06     4.44e-07   6.650e-10     4.84e-11
     0.03400      9.31189      6.00000      0.30641      0.30793      0.00011    2.333e-05     4.30e-07   9.809e-06     4.39e-07   7.071e-10     5.12e-11
     0.03500      9.58578      6.00000      0.30666      0.30818      0.00011    2.224e-05     4.14e-07   9.644e-06     4.36e-07   7.498e-10     5.44e-11
     0.03600      9.85968      6.00000      0.30690      0.30843      0.00011    2.122e-05     4.06e-07   9.488e-06     4.31e-07   7.930e-10     5.79e-11
     0.03700     10.13358      6.00000      0.30714      0.30866      0.00011    2.027e-05     3.97e-07   9.340e-06     4.29e-07   8.367e-10     6.09e-11
     0.03800     10.40748      6.00000      0.30737      0.30889      0.00011    1.938e-05     3.87e-07   9.199e-06     4.26e-07   8.808e-10     6.41e-11
     0.03900     10.68137      6.00000      0.30759      0.30911      0.00011    1.854e-05     4.00e-07   9.066e-06     4.23e-07   9.253e-10     6.76e-11
     0.04000     10.95527      6.00000      0.30780      0.30933      0.00011    1.776e-05     3.73e-07   8.938e-06     4.19e-07   9.699e-10     7.10e-11

     0.00500      1.36835      7.00000      0.28811      0.28958      0.00013    6.061e-04     1.07e-05   3.794e-05     7.54e-07   8.924e-10     5.11e-10
     0.00600      1.64306      7.00000      0.29224      0.29372      0.00012    4.402e-04     6.99e-06   3.295e-05     6.10e-07   5.875e-10     3.31e-10
     0.00700      1.91696      7.00000      0.29517      0.29666      0.00012    3.357e-04     3.67e-06   2.949e-05     5.18e-07   4.113e-10     2.28e-10
     0.00800      2.19086      7.00000      0.29740      0.29889      0.00012    2.658e-04     3.33e-06   2.687e-05     4.75e-07   3.060e-10     1.65e-10
     0.00900      2.46476      7.00000      0.29917      0.30067      0.00012    2.168e-04     3.11e-06   2.478e-05     4.66e-07   2.408e-10     1.24e-10
     0.01000      2.73865      7.00000      0.30063      0.30214      0.00012    1.811e-04     2.32e-06   2.304e-05     4.62e-07   1.994e-10     9.72e-11
     0.01100      3.01255      7.00000      0.30187      0.30338      0.00012    1.541e-04     2.02e-06   2.157e-05     4.65e-07   1.732e-10     7.81e-11
     0.01200      3.28645      7.00000      0.30294      0.30445      0.00012    1.333e-04     1.64e-06   2.029e-05     4.74e-07   1.573e-10     6.41e-11
     0.01300      3.56035      7.00000      0.30388      0.30540      0.00012    1.168e-04     1.83e-06   1.918e-05     4.85e-07   1.490e-10     5.35e-11
     0.01400      3.83424      7.00000      0.30472      0.30624      0.00012    1.035e-04     1.31e-06   1.820e-05     4.90e-07   1.465e-10     4.53e-11
     0.01500      4.10814      7.00000      0.30548      0.30700      0.00012    9.250e-05     1.44e-06   1.733e-05     4.94e-07   1.489e-10     3.90e-11
     0.01600      4.38204      7.00000      0.30616      0.30768      0.00011    8.336e-05     1.02e-06   1.656e-05     4.96e-07   1.553e-10     3.40e-11
     0.01700      4.65594      7.00000      0.30679      0.30832      0.00011    7.564e-05     9.74e-07   1.587e-05     4.98e-07   1.653e-10     3.05e-11
     0.01800      4.92984      7.00000      0.30737      0.30890      0.00012    6.905e-05     8.42e-07   1.524e-05     4.96e-07   1.785e-10     2.73e-11
     0.01900      5.20375      7.00000      0.30791      0.30944      0.00011    6.336e-05     7.92e-07   1.468e-05     4.95e-07   1.945e-10     2.52e-11
     0.02000      5.47767      7.00000      0.30841      0.30994      0.00011    5.842e-05     7.38e-07   1.417e-05     4.93e-07   2.133e-10     2.37e-11
     0.02025      5.54614      7.00000      0.30853      0.31006      0.00011    5.728e-05     7.38e-07   1.405e-05     4.93e-07   2.184e-10     2.34e-11
     0.02050      5.61462      7.00000      0.30865      0.31018      0.00011    5.618e-05     7.26e-07   1.393e-05     4.93e-07   2.236e-10     2.32e-11
     0.02075      5.68309      7.00000      0.30877      0.31030      0.00011    5.511e-05     7.23e-07   1.382e-05     4.95e-07   2.290e-10     2.31e-11
     0.02100      5.75157      7.00000      0.30888      0.31041      0.00011    5.408e-05     7.08e-07   1.370e-05     4.91e-07   2.345e-10     2.30e-11
     0.02125      5.82004      7.00000      0.30900      0.31053      0.00011    5.308e-05     7.21e-07   1.359e-05     4.91e-07   2.402e-10     2.29e-11
     0.02150      5.88852      7.00000      0.30911      0.31064      0.00011    5.211e-05     7.08e-07   1.349e-05     4.92e-07   2.460e-10     2.29e-11
     0.02175      5.95699      7.00000      0.30922      0.31075      0.00011    5.116e-05     7.14e-07   1.338e-05     4.92e-07   2.519e-10     2.29e-11
     0.02200      6.02547      7.00000      0.30933      0.31086      0.00011    5.025e-05     7.06e-07   1.328e-05     4.93e-07   2.580e-10     2.30e-11
     0.02225      6.09395      7.00000      0.30943      0.31096      0.00011    4.936e-05     7.18e-07   1.318e-05     4.92e-07   2.642e-10     2.30e-11
     0.02250      6.16242      7.00000      0.30954      0.31107      0.00011    4.850e-05     7.09e-07   1.308e-05     4.88e-07   2.706e-10     2.31e-11
     0.02275      6.23090      7.00000      0.30964      0.31117      0.00011    4.766e-05     7.17e-07   1.298e-05     4.87e-07   2.771e-10     2.33e-11
     0.02300      6.29937      7.00000      0.30974      0.31127      0.00011    4.684e-05     6.84e-07   1.289e-05     4.85e-07   2.837e-10     2.33e-11
     0.02325      6.36785      7.00000      0.30984      0.31138      0.00011    4.605e-05     6.78e-07   1.279e-05     4.84e-07   2.904e-10     2.35e-11
     0.02350      6.43633      7.00000      0.30994      0.31148      0.00011    4.528e-05     6.74e-07   1.270e-05     4.83e-07   2.972e-10     2.37e-11
     0.02375      6.50480      7.00000      0.31004      0.31157      0.00011    4.453e-05     6.60e-07   1.261e-05     4.82e-07   3.042e-10     2.40e-11
     0.02400      6.57328      7.00000      0.31014      0.31167      0.00011    4.380e-05     6.47e-07   1.253e-05     4.81e-07   3.113e-10     2.43e-11
     0.02500      6.84717      7.00000      0.31051      0.31205      0.00011    4.106e-05     6.33e-07   1.220e-05     4.81e-07   3.408e-10     2.58e-11
     0.02600      7.12108      7.00000      0.31087      0.31240      0.00011    3.859e-05     5.99e-07   1.189e-05     4.75e-07   3.719e-10     2.76e-11
     0.02700      7.39498      7.00000      0.31121      0.31274      0.00011    3.634e-05     5.69e-07   1.160e-05     4.73e-07   4.047e-10     2.90e-11
     0.02800      7.66889      7.00000      0.31154      0.31307      0.00011    3.430e-05     5.54e-07   1.134e-05     4.69e-07   4.389e-10     3.15e-11
     0.02900      7.94280      7.00000      0.31185      0.31338      0.00011    3.243e-05     5.15e-07   1.109e-05     4.63e-07   4.745e-10     3.37e-11
     0.03000      8.21671      7.00000      0.31215      0.31368      0.00011    3.072e-05     5.37e-07   1.086e-05     4.65e-07   5.113e-10     3.66e-11
     0.03100      8.49061      7.00000      0.31243      0.31397      0.00011    2.914e-05     4.85e-07   1.064e-05     4.58e-07   5.492e-10     3.96e-11
     0.03200      8.76452      7.00000      0.31271      0.31425      0.00011    2.768e-05     5.06e-07   1.044e-05     4.54e-07   5.882e-10     4.25e-11
     0.03300      9.03843      7.00000      0.31298      0.31451      0.00011    2.633e-05     4.96e-07   1.024e-05     4.54e-07   6.281e-10     4.55e-11
     0.03400      9.31234      7.00000      0.31323      0.31477      0.00011    2.508e-05     4.77e-07   1.006e-05     4.48e-07   6.688e-10     4.84e-11
     0.03500      9.58625      7.00000      0.31348      0.31502      0.00011    2.392e-05     4.58e-07   9.889e-06     4.44e-07   7.102e-10     5.14e-11
     0.03600      9.86016      7.00000      0.31372      0.31526      0.00011    2.283e-05     4.22e-07   9.727e-06     4.36e-07   7.523e-10     5.44e-11
     0.03700     10.13407      7.00000      0.31395      0.31550      0.00011    2.182e-05     4.03e-07   9.572e-06     4.34e-07   7.949e-10     5.79e-11
     0.03800     10.40798      7.00000      0.31418      0.31572      0.00011    2.087e-05     3.97e-07   9.426e-06     4.32e-07   8.380e-10     6.11e-11
     0.03900     10.68190      7.00000      0.31440      0.31594      0.00011    1.998e-05     4.26e-07   9.287e-06     4.27e-07   8.816e-10     6.43e-11
     0.04000     10.95581      7.00000      0.31461      0.31615      0.00011    1.914e-05     3.93e-07   9.154e-06     4.24e-07   9.254e-10     6.79e-11
